CustomerId,total_transaction_amount,average_transaction_amount,transaction_count,std_transaction_amount,total_value,average_value,max_value,credit_txn_ratio,debit_txn_ratio,unique_product_categories,unique_channels,unique_providers,fraud_txn_count,most_common_product_category,most_common_channel,most_common_pricing_strategy,avg_transaction_hour,avg_transaction_day,avg_transaction_month,avg_transaction_year,Recency,Frequency,Monetary,rfm_cluster,is_high_risk
CustomerId_2588,403603.0,2306.302857142857,175,5428.693513021813,446167,2549.5257142857145,30000,0.42857142857142855,0.5714285714285714,5,2,4,0,financial_services,ChannelId_3,2,12.96,12.017142857142858,12.0,2018.0,55,175,446167,2,0
CustomerId_2589,70000.0,4117.64705882353,17,9013.686488759582,133400,7847.058823529412,20000,0.5294117647058824,0.47058823529411764,2,2,3,0,financial_services,ChannelId_2,2,5.117647058823529,15.470588235294118,11.470588235294118,2018.0,69,17,133400,3,0
CustomerId_2591,10000.0,10000.0,1,0.0,10000,10000.0,10000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,8.0,4.0,1.0,2019.0,41,1,10000,0,1
CustomerId_2592,40000.0,6666.666666666667,6,9831.92080250175,60000,10000.0,20000,0.3333333333333333,0.6666666666666666,2,2,3,0,airtime,ChannelId_3,2,7.0,8.0,2.0,2019.0,6,6,60000,2,0
CustomerId_2594,1055000.0,351666.6666666667,3,548482.7557301444,1055000,351666.6666666667,985000,0.0,1.0,1,1,1,0,airtime,ChannelId_3,1,8.0,10.0,1.0,2019.0,35,3,1055000,2,0
CustomerId_2595,149819.0,1896.4430379746836,79,4261.087936638367,156856,1985.5189873417721,19000,0.43037974683544306,0.569620253164557,3,2,3,0,financial_services,ChannelId_3,2,11.632911392405063,21.189873417721518,11.848101265822784,2018.0,50,79,156856,2,0
CustomerId_2596,375.0,93.75,4,821.6789214772399,2425,606.25,1000,0.5,0.5,3,2,2,0,financial_services,ChannelId_2,2,19.0,7.0,12.0,2018.0,68,4,2425,3,0
CustomerId_2597,4800.0,1600.0,3,2163.3307652783938,5200,1733.3333333333333,4000,0.3333333333333333,0.6666666666666666,2,2,3,0,airtime,ChannelId_3,2,16.0,28.0,1.0,2019.0,16,3,5200,0,1
CustomerId_2598,22670.0,1333.5294117647059,17,2362.4641298241722,23330,1372.3529411764705,10000,0.29411764705882354,0.7058823529411765,3,2,2,0,airtime,ChannelId_3,2,9.941176470588236,19.0,11.0,2018.0,86,17,23330,3,0
CustomerId_2599,20000.0,3333.3333333333335,6,7814.516406449389,42000,7000.0,11000,0.5,0.5,2,2,3,0,airtime,ChannelId_2,2,19.0,11.0,1.0,2019.0,33,6,42000,2,0
CustomerId_2600,-1000.0,-1000.0,1,0.0,1000,1000.0,1000,1.0,0.0,1,1,1,0,financial_services,ChannelId_2,2,10.0,12.0,1.0,2019.0,32,1,1000,0,1
CustomerId_2601,21830.0,1819.1666666666667,12,2231.947613971966,24170,2014.1666666666667,5000,0.3333333333333333,0.6666666666666666,3,2,3,0,financial_services,ChannelId_3,2,14.833333333333334,8.583333333333334,10.083333333333334,2018.1666666666667,24,12,24170,2,0
CustomerId_2602,6300.0,484.61538461538464,13,747.8119793171652,8700,669.2307692307693,2000,0.38461538461538464,0.6153846153846154,3,2,3,0,airtime,ChannelId_3,2,17.0,23.23076923076923,11.0,2018.0,78,13,8700,3,0
CustomerId_2603,80000.0,5714.285714285715,14,9019.795080638101,121400,8671.42857142857,20000,0.42857142857142855,0.5714285714285714,2,2,3,0,financial_services,ChannelId_3,2,12.928571428571429,16.571428571428573,7.142857142857143,2018.4285714285713,5,14,121400,2,0
CustomerId_2604,253434.0,3471.698630136986,73,7678.31310626981,280326,3840.082191780822,33500,0.3698630136986301,0.6301369863013698,2,2,4,0,financial_services,ChannelId_3,2,16.328767123287673,21.17808219178082,1.0,2019.0,20,73,280326,2,0
CustomerId_2605,60000.0,5454.545454545455,11,6202.638734661828,82000,7454.545454545455,10000,0.2727272727272727,0.7272727272727273,2,2,3,0,financial_services,ChannelId_3,2,14.090909090909092,15.727272727272727,7.454545454545454,2018.4545454545455,12,11,82000,2,0
CustomerId_2607,143400.0,937.2549019607843,153,1433.0174482419757,151200,988.2352941176471,8000,0.41830065359477125,0.5816993464052288,2,2,3,0,financial_services,ChannelId_3,2,12.176470588235293,13.431372549019608,1.6601307189542485,2019.0,1,153,151200,2,0
CustomerId_2609,118630.0,2281.346153846154,52,9122.097503218227,133170,2560.9615384615386,60000,0.4423076923076923,0.5576923076923077,4,2,3,0,airtime,ChannelId_3,2,10.326923076923077,21.115384615384617,11.153846153846153,2018.076923076923,40,52,133170,2,0
CustomerId_2610,-50.0,-16.666666666666668,3,1000.4165798972613,2050,683.3333333333334,1000,0.6666666666666666,0.3333333333333333,2,2,2,0,financial_services,ChannelId_2,2,19.0,8.0,2.0,2019.0,5,3,2050,0,1
CustomerId_2612,685635.45,1288.788439849624,532,4035.56784873629,742014,1394.7631578947369,35000,0.44360902255639095,0.556390977443609,4,2,4,0,financial_services,ChannelId_3,2,10.528195488721805,17.35902255639098,1.3609022556390977,2018.9962406015038,3,532,742014,2,0
CustomerId_2613,500.0,500.0,1,0.0,500,500.0,500,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,8.0,27.0,12.0,2018.0,49,1,500,0,1
CustomerId_2614,40000.0,5714.285714285715,7,6237.368187365718,52000,7428.571428571428,10000,0.2857142857142857,0.7142857142857143,2,2,3,0,financial_services,ChannelId_3,2,11.285714285714286,5.714285714285714,1.0,2019.0,34,7,52000,2,0
CustomerId_2615,29430.0,2263.846153846154,13,3531.146033187003,31570,2428.4615384615386,10000,0.23076923076923078,0.7692307692307693,2,2,3,0,airtime,ChannelId_3,2,8.0,4.615384615384615,1.0,2019.0,35,13,31570,2,0
CustomerId_2616,1880.0,376.0,5,1151.4686274493108,4120,824.0,2000,0.6,0.4,2,2,2,0,financial_services,ChannelId_2,2,16.8,8.2,2.0,2019.0,3,5,4120,0,1
CustomerId_2617,60000.0,6000.0,10,7241.853660800143,82000,8200.0,16000,0.3,0.7,2,2,3,0,airtime,ChannelId_3,2,11.7,15.4,1.4,2019.0,12,10,82000,2,0
CustomerId_2618,19000.0,3166.6666666666665,6,7626.707459098367,41000,6833.333333333333,10000,0.5,0.5,2,2,3,0,airtime,ChannelId_2,2,19.0,21.0,12.0,2018.0,54,6,41000,3,0
CustomerId_2619,500.0,500.0,1,0.0,500,500.0,500,0.0,1.0,1,1,1,0,airtime,ChannelId_3,4,10.0,17.0,1.0,2019.0,27,1,500,0,1
CustomerId_2621,2000.0,2000.0,1,0.0,2000,2000.0,2000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,19.0,3.0,12.0,2018.0,72,1,2000,3,0
CustomerId_2623,48548.0,3236.5333333333333,15,4660.636833656758,53252,3550.133333333333,15000,0.3333333333333333,0.6666666666666666,3,2,3,0,financial_services,ChannelId_3,2,8.6,28.866666666666667,12.0,2018.0,46,15,53252,3,0
CustomerId_2625,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,20.0,22.0,11.0,2018.0,83,1,1000,3,0
CustomerId_2626,2000.0,2000.0,1,0.0,2000,2000.0,2000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,6.0,15.0,11.0,2018.0,91,1,2000,3,0
CustomerId_2627,20000.0,4000.0,5,6745.368781616021,32000,6400.0,10000,0.4,0.6,2,2,3,0,financial_services,ChannelId_3,2,18.0,8.0,2.0,2019.0,5,5,32000,2,0
CustomerId_2628,10000.0,10000.0,1,0.0,10000,10000.0,10000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,20.0,21.0,11.0,2018.0,84,1,10000,3,0
CustomerId_2630,159000.0,31800.0,5,44144.08227611035,171000,34200.0,80000,0.4,0.6,3,2,3,0,financial_services,ChannelId_3,2,9.2,15.4,12.0,2018.0,59,5,171000,3,0
CustomerId_2631,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,21.0,25.0,1.0,2019.0,19,1,1000,0,1
CustomerId_2632,29935.0,997.8333333333334,30,2024.1961818142192,33436,1114.5333333333333,10000,0.4666666666666667,0.5333333333333333,2,2,3,0,financial_services,ChannelId_3,2,13.3,11.666666666666666,1.0,2019.0,30,30,33436,2,0
CustomerId_2633,18980.0,2372.5,8,3971.037108147658,21380,2672.5,10000,0.5,0.5,2,2,3,0,financial_services,ChannelId_2,2,9.0,10.0,12.0,2018.0,62,8,21380,3,0
CustomerId_2634,8500.0,2125.0,4,5452.44593431853,19145,4786.25,14000,0.5,0.5,3,2,3,0,financial_services,ChannelId_2,2,15.5,23.0,9.25,2018.25,31,4,19145,0,1
CustomerId_2635,50.0,50.0,1,0.0,50,50.0,50,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,7.0,12.0,2.0,2019.0,2,1,50,0,1
CustomerId_2636,82000.0,82000.0,1,0.0,82000,82000.0,82000,0.0,1.0,1,1,1,0,transport,ChannelId_3,2,11.0,21.0,1.0,2019.0,23,1,82000,2,0
CustomerId_2637,39000.0,5571.428571428572,7,9431.456989902512,61000,8714.285714285714,20000,0.42857142857142855,0.5714285714285714,2,2,3,0,financial_services,ChannelId_3,2,5.0,21.0,12.0,2018.0,55,7,61000,3,0
CustomerId_2638,20000.0,4000.0,5,6745.368781616021,32000,6400.0,10000,0.4,0.6,2,2,3,0,financial_services,ChannelId_3,2,10.0,8.0,2.0,2019.0,5,5,32000,2,0
CustomerId_2639,5895.0,982.5,6,1594.659054469011,8105,1350.8333333333333,3000,0.5,0.5,2,2,3,0,financial_services,ChannelId_2,2,15.333333333333334,26.0,1.0,2019.0,17,6,8105,0,1
CustomerId_2641,55030.2,6114.466666666666,9,8474.81620803661,61790,6865.555555555556,18710,0.3333333333333333,0.6666666666666666,3,2,3,0,financial_services,ChannelId_3,2,9.222222222222221,6.222222222222222,2.0,2019.0,4,9,61790,2,0
CustomerId_2642,11386.5,542.2142857142857,21,707.5851993122201,12212,581.5238095238095,1800,0.42857142857142855,0.5714285714285714,3,2,3,0,financial_services,ChannelId_3,2,15.19047619047619,16.0,8.619047619047619,2018.2857142857142,24,21,12212,0,1
CustomerId_2643,589576.85,3904.4824503311256,151,5392.512587426998,704857,4667.92715231788,20000,0.2185430463576159,0.7814569536423841,4,2,4,0,financial_services,ChannelId_3,2,11.821192052980132,16.165562913907284,6.231788079470198,2018.5165562913908,6,151,704857,2,0
CustomerId_2644,3960.0,396.0,10,321.8764428230877,4040,404.0,1000,0.3,0.7,2,2,3,0,airtime,ChannelId_3,2,11.4,16.6,7.4,2018.4,1,10,4040,0,1
CustomerId_2645,1425.0,712.5,2,1113.6931803688124,1575,787.5,1500,0.5,0.5,2,2,2,0,airtime,ChannelId_2,2,16.0,16.0,11.0,2018.0,89,2,1575,3,0
CustomerId_2647,49694.0,871.8245614035088,57,972.9801077618445,51226,898.7017543859649,5000,0.24561403508771928,0.7543859649122807,2,2,4,0,financial_services,ChannelId_3,2,16.526315789473685,14.771929824561404,7.052631578947368,2018.421052631579,27,57,51226,2,0
CustomerId_2648,-510.0,-170.0,3,762.6925986267338,1510,503.3333333333333,1000,0.6666666666666666,0.3333333333333333,2,2,2,0,financial_services,ChannelId_2,2,5.0,21.0,1.0,2019.0,24,3,1510,0,1
CustomerId_2649,956870.0,2665.376044568245,359,6455.161401215109,1519638,4232.9749303621165,50000,0.3593314763231198,0.6406685236768802,4,2,4,0,airtime,ChannelId_3,2,12.506963788300835,16.025069637883007,8.64066852367688,2018.2869080779944,1,359,1519638,2,0
CustomerId_2651,67675.0,1538.0681818181818,44,4291.46749659285,70325,1598.2954545454545,25000,0.4090909090909091,0.5909090909090909,3,2,3,0,financial_services,ChannelId_3,2,12.113636363636363,16.84090909090909,1.0,2019.0,15,44,70325,2,0
CustomerId_2652,2000.0,1000.0,2,0.0,2000,1000.0,1000,0.0,1.0,1,1,2,0,airtime,ChannelId_3,2,11.0,10.0,12.0,2018.0,65,2,2000,3,0
CustomerId_2653,40000.0,6666.666666666667,6,8891.943919451283,52000,8666.666666666666,20000,0.3333333333333333,0.6666666666666666,2,2,3,0,airtime,ChannelId_3,2,7.833333333333333,5.666666666666667,1.0,2019.0,35,6,52000,2,0
CustomerId_2654,7740.0,703.6363636363636,11,697.1158114298187,8190,744.5454545454545,2000,0.36363636363636365,0.6363636363636364,2,2,4,0,financial_services,ChannelId_3,2,20.545454545454547,17.636363636363637,11.272727272727273,2018.0,71,11,8190,3,0
CustomerId_2655,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,18.0,7.0,2.0,2019.0,6,1,1000,0,1
CustomerId_2656,310475.0,62095.0,5,133113.02105729553,320525,64105.0,300000,0.4,0.6,2,2,3,1,financial_services,ChannelId_1,2,14.4,13.6,1.0,2019.0,21,5,320525,2,1
CustomerId_2659,111090.0,1821.1475409836066,61,2637.1421389834463,116310,1906.72131147541,10500,0.3770491803278688,0.6229508196721312,2,2,4,0,financial_services,ChannelId_3,2,13.049180327868852,19.950819672131146,11.344262295081966,2018.0655737704917,11,61,116310,2,0
CustomerId_2662,992392.3200000001,8629.498434782608,115,23309.06974558761,1435284,12480.730434782608,115000,0.3565217391304348,0.6434782608695652,6,4,4,0,financial_services,ChannelId_3,2,11.373913043478261,17.391304347826086,6.991304347826087,2018.4521739130435,2,115,1435284,2,0
CustomerId_2663,4975.0,710.7142857142857,7,1077.40594551384,7025,1003.5714285714286,2000,0.2857142857142857,0.7142857142857143,2,2,4,0,financial_services,ChannelId_3,2,14.714285714285714,5.714285714285714,2.0,2019.0,6,7,7025,0,1
CustomerId_2664,30000.0,3333.3333333333335,9,7176.350047203661,62000,6888.888888888889,10000,0.4444444444444444,0.5555555555555556,2,2,4,0,airtime,ChannelId_3,2,11.333333333333334,3.888888888888889,2.0,2019.0,1,9,62000,2,0
CustomerId_2665,43600.0,2076.190476190476,21,5171.90243159176,74200,3533.3333333333335,10000,0.42857142857142855,0.5714285714285714,3,3,4,0,financial_services,ChannelId_3,2,11.80952380952381,16.666666666666668,11.80952380952381,2018.0,57,21,74200,3,0
CustomerId_2666,2500.0,2500.0,1,0.0,2500,2500.0,2500,0.0,1.0,1,1,1,0,airtime,ChannelId_3,1,0.0,8.0,1.0,2019.0,37,1,2500,0,1
CustomerId_2667,74000.0,24666.666666666668,3,47961.7903474561,86000,28666.666666666668,80000,0.6666666666666666,0.3333333333333333,2,2,2,0,financial_services,ChannelId_2,2,9.0,14.0,12.0,2018.0,62,3,86000,3,0
CustomerId_2668,4470.0,1117.5,4,867.1168702468351,4530,1132.5,2000,0.25,0.75,2,2,3,0,financial_services,ChannelId_3,2,12.5,16.75,11.0,2018.0,86,4,4530,3,0
CustomerId_2669,990.0,330.0,3,294.44863728670913,1010,336.6666666666667,500,0.3333333333333333,0.6666666666666666,2,2,3,0,data_bundles,ChannelId_3,4,8.0,26.0,11.0,2018.0,80,3,1010,3,0
CustomerId_2670,30000.0,3333.3333333333335,9,7262.9195231669755,62000,6888.888888888889,11000,0.4444444444444444,0.5555555555555556,2,2,4,0,airtime,ChannelId_3,2,6.888888888888889,3.7777777777777777,2.0,2019.0,2,9,62000,2,0
CustomerId_2671,8411.0,1682.2,5,2127.5676722492285,9339,1867.8,5750,0.4,0.6,4,2,2,0,financial_services,ChannelId_3,2,12.4,20.8,7.4,2018.4,4,5,9339,0,1
CustomerId_2672,188257.25,7240.663461538462,26,16009.8397538736,198033,7616.653846153846,50000,0.38461538461538464,0.6153846153846154,2,3,3,0,financial_services,ChannelId_3,2,10.0,10.961538461538462,1.8846153846153846,2019.0,1,26,198033,2,0
CustomerId_2674,100500.0,33500.0,3,28578.838324886474,100500,33500.0,50000,0.0,1.0,2,1,1,0,financial_services,ChannelId_3,2,19.333333333333332,5.666666666666667,1.0,2019.0,33,3,100500,2,0
CustomerId_2675,17815.0,349.3137254901961,51,478.64811668682364,21085,413.4313725490196,2000,0.43137254901960786,0.5686274509803921,2,2,3,0,financial_services,ChannelId_3,2,15.431372549019608,16.274509803921568,7.0588235294117645,2018.4705882352941,2,51,21085,2,0
CustomerId_2676,28300.0,1286.3636363636363,22,1608.1031282214678,31300,1422.7272727272727,5000,0.2727272727272727,0.7272727272727273,2,2,3,0,airtime,ChannelId_3,2,10.318181818181818,17.40909090909091,1.1818181818181819,2019.0,1,22,31300,2,0
CustomerId_2677,40000.0,4000.0,10,6164.414002968976,62000,6200.0,10000,0.3,0.7,2,2,3,0,airtime,ChannelId_3,2,13.0,14.5,7.0,2018.5,12,10,62000,2,0
CustomerId_2678,10000.0,1666.6666666666667,6,5192.943930629973,22000,3666.6666666666665,10000,0.3333333333333333,0.6666666666666666,2,2,3,0,airtime,ChannelId_3,2,11.333333333333334,8.333333333333334,2.0,2019.0,3,6,22000,2,0
CustomerId_2679,50000.0,5000.0,10,6342.099196813483,72000,7200.0,10000,0.3,0.7,2,2,3,0,financial_services,ChannelId_3,2,16.6,15.4,1.4,2019.0,12,10,72000,2,0
CustomerId_2681,45000.0,7500.0,6,6123.724356957945,55000,9166.666666666666,10000,0.16666666666666666,0.8333333333333334,2,2,3,0,airtime,ChannelId_3,2,7.333333333333333,11.5,1.0,2019.0,23,6,55000,2,0
CustomerId_2682,40000.0,3333.3333333333335,12,4749.800633774649,52000,4333.333333333333,10000,0.16666666666666666,0.8333333333333334,2,2,3,0,airtime,ChannelId_3,2,14.25,17.916666666666668,7.416666666666667,2018.4166666666667,40,12,52000,2,0
CustomerId_2683,793386.0,10578.48,75,13695.190580519746,853614,11381.52,80000,0.3466666666666667,0.6533333333333333,3,2,3,0,airtime,ChannelId_3,2,13.253333333333334,15.746666666666666,8.24,2018.3466666666666,4,75,853614,2,0
CustomerId_2684,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,5.0,1.0,1.0,2019.0,44,1,1000,0,1
CustomerId_2685,80000.0,5714.285714285715,14,9019.795080638101,121400,8671.42857142857,20000,0.42857142857142855,0.5714285714285714,2,2,4,0,financial_services,ChannelId_3,2,6.857142857142857,15.142857142857142,11.428571428571429,2018.0,61,14,121400,3,0
CustomerId_2686,980.0,245.0,4,959.218431849597,3020,755.0,1000,0.5,0.5,2,2,3,0,financial_services,ChannelId_2,2,8.5,11.25,1.75,2019.0,6,4,3020,0,1
CustomerId_2687,20000.0,4000.0,5,6745.368781616021,32000,6400.0,10000,0.4,0.6,2,2,3,0,financial_services,ChannelId_3,2,19.0,25.0,1.0,2019.0,19,5,32000,2,0
CustomerId_2689,115000.0,5000.0,23,6075.285253310408,167000,7260.869565217391,10000,0.2608695652173913,0.7391304347826086,2,2,3,0,airtime,ChannelId_3,2,10.043478260869565,13.043478260869565,1.3478260869565217,2019.0,6,23,167000,2,0
CustomerId_2690,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,16.0,14.0,12.0,2018.0,61,1,1000,3,0
CustomerId_2691,11900.0,2380.0,5,2433.5159748807896,12100,2420.0,5000,0.2,0.8,2,2,4,0,financial_services,ChannelId_3,2,8.2,14.0,1.8,2019.0,3,5,12100,0,1
CustomerId_2693,4920.0,702.8571428571429,7,1261.34470950271,7080,1011.4285714285714,3000,0.42857142857142855,0.5714285714285714,2,2,3,0,airtime,ChannelId_3,2,17.0,17.428571428571427,1.2857142857142858,2019.0,6,7,7080,0,1
CustomerId_2694,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,15.0,8.0,1.0,2019.0,36,1,1000,0,1
CustomerId_2696,215119.0,811.7698113207547,265,1931.8227193728706,226962,856.4603773584905,20000,0.4679245283018868,0.5320754716981132,3,2,3,0,financial_services,ChannelId_3,2,13.8,19.867924528301888,9.426415094339623,2018.211320754717,1,265,226962,2,0
CustomerId_2697,31195.0,588.5849056603773,53,1631.5900035755853,51885,978.9622641509434,10000,0.41509433962264153,0.5849056603773585,2,3,4,0,financial_services,ChannelId_3,2,13.075471698113208,16.81132075471698,1.320754716981132,2019.0,1,53,51885,2,0
CustomerId_2698,500.0,500.0,1,0.0,500,500.0,500,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,8.0,30.0,12.0,2018.0,46,1,500,0,1
CustomerId_2700,10200.0,1457.142857142857,7,10633.101952998342,67790,9684.285714285714,14590,0.42857142857142855,0.5714285714285714,3,3,3,0,airtime,ChannelId_3,2,13.571428571428571,9.714285714285714,3.2857142857142856,2018.857142857143,5,7,67790,2,0
CustomerId_2701,60000.0,2857.1428571428573,21,6010.704736432444,112000,5333.333333333333,11000,0.2857142857142857,0.7142857142857143,2,2,4,0,airtime,ChannelId_3,2,15.095238095238095,11.142857142857142,1.7142857142857142,2019.0,1,21,112000,2,0
CustomerId_2703,500000.0,500000.0,1,0.0,500000,500000.0,500000,0.0,1.0,1,1,1,1,financial_services,ChannelId_3,2,12.0,2.0,1.0,2019.0,42,1,500000,2,1
CustomerId_2704,100000.0,4166.666666666667,24,5975.796593554388,152000,6333.333333333333,10000,0.25,0.75,2,2,3,0,airtime,ChannelId_3,2,8.5,12.083333333333334,1.4166666666666667,2019.0,6,24,152000,2,0
CustomerId_2705,160000.0,160000.0,1,0.0,160000,160000.0,160000,0.0,1.0,1,1,1,0,ticket,ChannelId_3,4,12.0,15.0,12.0,2018.0,60,1,160000,3,0
CustomerId_2706,172524.0,1113.058064516129,155,3436.937454774991,181276,1169.5225806451613,30000,0.47096774193548385,0.5290322580645161,2,2,3,0,airtime,ChannelId_3,2,12.23225806451613,14.8,7.974193548387097,2018.3548387096773,7,155,181276,2,0
CustomerId_2707,4464.9,1116.225,4,894.4039742569722,4620,1155.0,2000,0.25,0.75,2,2,3,0,financial_services,ChannelId_3,2,18.25,24.0,11.0,2018.0,79,4,4620,3,0
CustomerId_2708,450.0,112.5,4,856.7136822377319,2550,637.5,1000,0.5,0.5,3,2,2,0,financial_services,ChannelId_2,2,9.5,22.75,1.0,2019.0,22,4,2550,0,1
CustomerId_2709,8025.0,573.2142857142857,14,814.1206845492803,8275,591.0714285714286,3000,0.42857142857142855,0.5714285714285714,3,2,4,0,financial_services,ChannelId_3,2,5.214285714285714,21.0,11.142857142857142,2018.0,75,14,8275,3,0
CustomerId_2710,670108.0,3851.1954022988507,174,12406.866312012096,797828,4585.218390804598,100000,0.39655172413793105,0.603448275862069,5,3,4,0,airtime,ChannelId_3,2,10.0,17.626436781609197,8.89080459770115,2018.2586206896551,2,174,797828,2,0
CustomerId_2712,500.0,500.0,1,0.0,500,500.0,500,0.0,1.0,1,1,1,0,airtime,ChannelId_3,4,10.0,20.0,1.0,2019.0,24,1,500,0,1
CustomerId_2713,15000.0,7500.0,2,3535.5339059327375,15000,7500.0,10000,0.0,1.0,1,1,1,0,airtime,ChannelId_3,4,14.0,22.0,1.0,2019.0,22,2,15000,0,1
CustomerId_2717,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,airtime,ChannelId_3,4,8.0,15.0,1.0,2019.0,30,1,1000,0,1
CustomerId_2719,500.0,500.0,1,0.0,500,500.0,500,0.0,1.0,1,1,1,0,airtime,ChannelId_3,4,12.0,26.0,11.0,2018.0,79,1,500,3,0
CustomerId_2720,19000.0,3166.6666666666665,6,7626.707459098367,41000,6833.333333333333,10000,0.5,0.5,2,2,3,0,airtime,ChannelId_2,2,8.0,21.0,12.0,2018.0,55,6,41000,3,0
CustomerId_2722,37000.0,9250.0,4,17442.76354251241,57000,14250.0,49000,0.5,0.5,2,2,2,0,financial_services,ChannelId_2,2,9.75,28.0,12.0,2018.0,46,4,57000,3,0
CustomerId_2723,4890.0,1222.5,4,1530.5853999913454,5110,1277.5,3000,0.5,0.5,2,2,2,0,airtime,ChannelId_2,2,6.25,24.5,11.0,2018.0,81,4,5110,3,0
CustomerId_2724,20000.0,20000.0,1,0.0,20000,20000.0,20000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,21.0,6.0,1.0,2019.0,38,1,20000,0,1
CustomerId_2727,5662.5,1415.625,4,2649.1621120334135,7838,1959.5,5000,0.5,0.5,2,2,2,0,financial_services,ChannelId_2,2,16.75,19.0,1.0,2019.0,13,4,7838,0,1
CustomerId_2728,1250976.6,2134.7723549488055,586,5268.094458782343,1340378,2287.334470989761,50000,0.3924914675767918,0.6075085324232082,5,3,3,0,financial_services,ChannelId_3,2,8.361774744027304,15.129692832764505,9.194539249146757,2018.2389078498293,1,586,1340378,2,0
CustomerId_2730,10000.0,10000.0,1,0.0,10000,10000.0,10000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,17.0,3.0,12.0,2018.0,72,1,10000,3,0
CustomerId_2731,2000000.0,1000000.0,2,0.0,2000000,1000000.0,1000000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,21.0,27.0,12.0,2018.0,48,2,2000000,2,0
CustomerId_2732,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,11.0,6.0,1.0,2019.0,38,1,1000,0,1
CustomerId_2733,40000.0,4444.444444444444,9,6559.556218051475,62000,6888.888888888889,11000,0.3333333333333333,0.6666666666666666,2,2,3,0,financial_services,ChannelId_3,2,14.0,12.11111111111111,7.555555555555555,2018.4444444444443,12,9,62000,2,0
CustomerId_2734,20000.0,5000.0,4,9695.359714832657,33200,8300.0,16000,0.5,0.5,3,2,3,0,financial_services,ChannelId_2,2,9.5,21.0,12.0,2018.0,54,4,33200,3,0
CustomerId_2735,12410.0,730.0,17,798.1619509848862,12590,740.5882352941177,3000,0.29411764705882354,0.7058823529411765,2,2,3,0,financial_services,ChannelId_3,2,8.941176470588236,16.88235294117647,1.4705882352941178,2019.0,2,17,12590,0,1
CustomerId_2736,57750.0,7218.75,8,11496.457140602677,70970,8871.25,25000,0.375,0.625,3,2,3,0,financial_services,ChannelId_3,2,14.125,18.625,6.5,2018.5,32,8,70970,2,0
CustomerId_2737,50000.0,3571.4285714285716,14,7303.4689936125105,102000,7285.714285714285,11000,0.42857142857142855,0.5714285714285714,2,2,4,0,airtime,ChannelId_3,2,11.428571428571429,13.5,1.5714285714285714,2019.0,1,14,102000,2,0
CustomerId_2738,64880.0,2949.090909090909,22,2778.3103962676055,67460,3066.3636363636365,10000,0.22727272727272727,0.7727272727272727,2,2,4,0,financial_services,ChannelId_3,2,13.954545454545455,11.818181818181818,1.1818181818181819,2019.0,5,22,67460,2,0
CustomerId_2739,363094.0,5952.360655737705,61,38432.43594935264,417506,6844.360655737705,315000,0.4426229508196721,0.5573770491803278,3,2,4,0,airtime,ChannelId_3,2,10.426229508196721,13.967213114754099,5.885245901639344,2018.5573770491803,2,61,417506,2,0
CustomerId_2740,3900.0,975.0,4,1844.5866745696717,6100,1525.0,3000,0.5,0.5,2,2,3,0,financial_services,ChannelId_2,2,5.0,27.25,12.0,2018.0,47,4,6100,3,0
CustomerId_2741,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,22.0,24.0,12.0,2018.0,51,1,1000,0,1
CustomerId_2742,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,airtime,ChannelId_3,4,12.0,24.0,11.0,2018.0,81,1,1000,3,0
CustomerId_2743,182539.8,2199.2746987951805,83,4075.5929180751405,197629,2381.0722891566265,20000,0.3614457831325301,0.6385542168674698,3,2,4,0,airtime,ChannelId_3,2,13.337349397590362,6.373493975903615,9.08433734939759,2018.2650602409637,24,83,197629,2,0
